song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Lovely Day,19,251466,0.179,0.702,0.658,0.000636,9,0.1,-7.835,1,0.0332,97.851,4,0.736
Let's Stay Together,26,199400,0.606,0.746,0.273,0.0168,5,0.0526,-16.63,1,0.0573,101.952,4,0.502
Be My Baby,72,160906,0.181,0.511,0.769,0,4,0.0921,-7.032,1,0.042,129.657,4,0.818
This Will Be (An Everlasting Love) - 2003 Digital Remaster,65,171360,0.185,0.682,0.605,0.00326,8,0.0469,-10.771,1,0.0403,125.96,4,0.914
Stand By Me,72,172333,0.279,0.883,0.464,1.51E-05,10,0.0744,-11.251,1,0.0591,111.548,4,0.925
For Once In My Life,72,169800,0.195,0.524,0.519,0,6,0.523,-11.903,1,0.043,110.121,4,0.847
My Girl,80,165000,0.625,0.579,0.419,0,0,0.0981,-10.72,1,0.0346,104.564,4,0.673
Got To Give It Up (Part 1),53,252360,0.0687,0.867,0.915,0.00135,2,0.347,-6.593,1,0.0487,122.678,4,0.848
Sir Duke,71,234093,0.16,0.576,0.579,0,6,0.0777,-9.628,1,0.0769,106.978,4,0.947
I Can See Clearly Now - Edit,66,164733,0.633,0.681,0.373,0.00113,2,0.0751,-13.2,1,0.0568,123.423,4,0.623
I've Got A Woman,69,171466,0.833,0.556,0.61,2.22E-06,9,0.258,-4.729,1,0.213,199.373,4,0.665
Come See About Me,48,162760,0.658,0.739,0.626,0,7,0.14,-7.666,1,0.0389,126.388,4,0.812
This Old Heart Of Mine (Is Weak For You) - Single Version,55,175893,0.377,0.601,0.636,0,5,0.148,-7.447,1,0.0322,130.594,4,0.864
Get Up Offa That Thing,57,250200,0.225,0.883,0.664,2.30E-06,4,0.941,-10.395,1,0.411,118.104,4,0.8
Think,65,138720,0.374,0.69,0.75,0,6,0.603,-6.449,1,0.0442,110.102,4,0.905
Hallelujah I Love Her So,64,155506,0.792,0.696,0.547,0,5,0.155,-5.954,0,0.169,73.203,4,0.623
Soul Man,57,156680,0.291,0.72,0.819,4.92E-06,0,0.224,-5.825,1,0.0557,115.042,4,0.735
"Hold On, I'm Comin'",69,155706,0.196,0.803,0.338,0.038,6,0.097,-14.029,1,0.0349,106.841,4,0.912
Uptight (Everything's Alright),48,172626,0.0838,0.589,0.721,0,5,0.127,-5.8,0,0.0287,134.208,4,0.843
I'll Take You There,67,196826,0.097,0.844,0.597,0,0,0.0777,-8.618,1,0.0482,101.674,4,0.795
Snatching It Back,53,170160,0.534,0.668,0.687,3.30E-05,1,0.233,-9.999,1,0.0562,101.854,4,0.919
Son Of A Preacher Man,67,199266,0.545,0.474,0.473,1.25E-06,2,0.0356,-11.454,1,0.0601,77.583,4,0.561
I Second That Emotion,49,166453,0.183,0.655,0.649,0,2,0.0969,-8.092,1,0.0331,95.818,4,0.773
Please Mr. Postman - Stereo Version,57,149400,0.693,0.779,0.824,4.41E-06,2,0.0668,-5.232,1,0.0334,120.588,4,0.963
Do You Love Me,50,172666,0.611,0.597,0.71,0,5,0.104,-9.798,1,0.0378,150.13,4,0.763
Mama Said - Rerecorded Version,55,129613,0.0573,0.762,0.528,0,8,0.281,-6.789,0,0.0335,140.403,4,0.933
Who's Lovin' You,57,240186,0.787,0.256,0.417,2.31E-05,7,0.156,-6.805,1,0.0335,159.836,3,0.372
You Really Got A Hold On Me,56,173893,0.677,0.676,0.245,0,0,0.319,-14.27,1,0.0299,86.338,4,0.532
One Fine Day,60,128199,0.488,0.251,0.868,7.34E-06,1,0.814,-2.685,1,0.128,177.13,4,0.599
Land Of 1000 Dances,62,146973,0.0128,0.618,0.588,0.0266,2,0.351,-11.624,1,0.0735,86.903,4,0.768
Stop! In The Name Of Love,47,172040,0.799,0.603,0.633,0,0,0.115,-5.832,1,0.0287,115.884,4,0.504
War - Single Version,57,200960,0.0677,0.591,0.781,0,11,0.294,-9.68,1,0.192,109.481,4,0.709
California Soul,60,177226,0.627,0.508,0.823,7.10E-06,8,0.39,-8.35,0,0.0644,94.533,4,0.638
Bring It On Home to Me,71,162533,0.778,0.523,0.402,0,0,0.432,-8.233,1,0.0305,70.863,4,0.675
Knock On Wood,65,189840,0.277,0.864,0.346,0.00521,4,0.0514,-12.918,1,0.0365,105.164,4,0.964
You Beat Me To The Punch,46,163600,0.736,0.84,0.452,1.57E-06,11,0.126,-12.507,0,0.0529,114.249,4,0.963
Under The Boardwalk,67,161960,0.908,0.747,0.226,0.000168,7,0.107,-13.635,1,0.0415,123.789,4,0.778
I Just Dropped In To See What Condition My Condition Is In,57,181169,0.227,0.641,0.763,0.000394,10,0.0831,-6.461,0,0.0474,133.256,4,0.86
Needle In A Haystack,58,149866,0.568,0.696,0.759,1.93E-06,0,0.13,-3.514,1,0.0289,77.505,4,0.696
Soul Connection,56,149293,0.104,0.654,0.627,3.18E-05,2,0.143,-6.137,1,0.0298,109.057,4,0.817
Tutti Frutti,60,143426,0.574,0.58,0.444,0,0,0.0463,-10.056,0,0.0724,185.156,4,0.963
How Sweet It Is (To Be Loved By You),46,179640,0.0116,0.6,0.734,1.96E-06,1,0.353,-7.811,1,0.163,125.623,4,0.704
Shotgun,50,183880,0.0315,0.722,0.554,0.000856,1,0.14,-7.763,1,0.0351,120.297,4,0.631
The Rubberband Man,66,215109,0.466,0.81,0.536,0.00074,10,0.0401,-11.573,1,0.0583,97.311,4,0.957
You Are My Heart,16,193000,0.481,0.664,0.681,0.0232,7,0.225,-7.458,1,0.0366,97.501,4,0.604
The Boss,58,190733,0.602,0.746,0.484,0.00824,1,0.0576,-9.614,1,0.0434,97.923,4,0.606
"Mixed-Up, Shook-Up Girl",53,126920,0.248,0.597,0.47,0,5,0.127,-10.207,1,0.033,128.8,4,0.615
It Takes Two,51,177666,0.206,0.519,0.493,0,3,0.0754,-10.962,1,0.0528,151.269,4,0.831
Can You Get To That,14,171560,0.539,0.689,0.83,0,8,0.0882,-8.774,1,0.0954,140.732,4,0.815
The Way You Do The Things You Do,17,161040,0.307,0.599,0.55,1.64E-05,11,0.15,-9.777,1,0.0304,123.54,4,0.786
No Particular Place To Go - Single Version,57,161773,0.431,0.604,0.816,0.000555,7,0.165,-7.15,1,0.0456,128.896,4,0.976
Shake - Remastered Stereo,58,161480,0.2,0.583,0.471,0.0037,7,0.0871,-9.712,0,0.0692,163.364,4,0.796
Twist And Shout,17,148533,0.336,0.719,0.777,0,5,0.148,-8.579,1,0.0558,125.412,4,0.94
Love Train,52,178200,0.0359,0.722,0.636,1.75E-05,0,0.12,-7.957,1,0.0491,122.653,4,0.694
Enough For Everybody,54,173160,0.587,0.805,0.607,0.146,9,0.106,-5.646,1,0.0546,112.433,4,0.943
Cissy Strut,61,181839,0.115,0.53,0.811,0.831,0,0.348,-9.343,1,0.0997,176.142,4,0.708
Chain Gang,58,160000,0.636,0.698,0.661,0,7,0.228,-9.674,1,0.0416,131.808,4,0.824
"Shout, Pts. 1 & 2",61,267333,0.549,0.467,0.831,0,10,0.95,-7.661,1,0.0683,137.355,4,0.547
Get Ready,66,164160,0.404,0.59,0.737,0,7,0.108,-5.867,1,0.0384,132.966,4,0.877
Dancing In The Street - Single Version,58,159000,0.135,0.61,0.803,6.45E-06,11,0.107,-5.11,0,0.0481,125.918,4,0.682
My Guy,16,168440,0.628,0.697,0.656,2.40E-05,10,0.422,-5.38,1,0.0424,125.624,4,0.89
O-o-h Child - Remastered,66,197160,0.00154,0.488,0.754,2.42E-05,5,0.678,-7.95,0,0.0381,88.369,4,0.664
Dance to the Music,61,179426,0.0168,0.703,0.529,0.000573,7,0.911,-11.112,1,0.1,128.057,4,0.772
Keep On Loving You,54,206893,0.0518,0.643,0.739,0,5,0.0783,-7.708,1,0.037,123.661,4,0.936
"Reach Out, I'll Be There - Single Version / Mono",50,182466,0.0662,0.622,0.782,0,3,0.241,-4.889,0,0.0352,119.575,4,0.684
I Just Want To Make Love To You,15,188093,0.877,0.584,0.525,2.65E-06,3,0.0967,-11.923,1,0.0686,102.174,4,0.657
Then He Kissed Me,60,158853,0.681,0.44,0.682,3.33E-05,4,0.207,-7.416,1,0.0373,135.917,4,0.626
Sweet Soul Music,60,141066,0.104,0.59,0.659,6.56E-06,5,0.356,-9.669,1,0.0697,80.201,4,0.965
Do I Love You (Indeed I Do),55,148306,0.242,0.581,0.961,0.000432,0,0.0891,-8.109,1,0.0593,133.981,4,0.823
Playboy - Single Version,52,164840,0.384,0.869,0.686,0,0,0.0669,-5.526,1,0.0587,123.808,4,0.937
Ain't That A Shame? - Remastered 2002,60,150600,0.757,0.539,0.389,1.22E-05,4,0.079,-7.212,1,0.0345,121.302,4,0.954
I Got You (I Feel Good),17,168000,0.331,0.598,0.531,1.51E-06,7,0.0938,-7.484,1,0.0954,70.469,3,0.696
"Mercy, Mercy",15,144266,0.23,0.896,0.374,0.000168,9,0.152,-16.832,1,0.0739,118.203,4,0.834
Make Me Yours,56,195293,0.454,0.711,0.492,1.45E-05,3,0.126,-8.119,1,0.0325,107.917,4,0.868
It's Your Thing,60,166506,0.0777,0.378,0.682,2.83E-06,10,0.0573,-10.228,1,0.124,185.273,4,0.89
Smooth Sailin',63,183333,0.413,0.641,0.721,7.15E-06,11,0.246,-6.788,0,0.0451,67.055,4,0.753
You And Me,60,160813,0.946,0.577,0.178,1.01E-05,5,0.122,-7.811,1,0.0332,112.985,4,0.261
Shut Up and Dance,81,199080,0.00701,0.578,0.866,0,1,0.257,-3.804,1,0.0619,128.038,4,0.619
I Will Wait,71,276720,0.0103,0.481,0.766,0.0067,1,0.302,-5.208,1,0.0334,131.143,4,0.436
Firework,74,227880,0.139,0.638,0.826,0,8,0.0803,-4.968,1,0.0479,124.072,4,0.649
Steal My Girl,73,228133,0.00433,0.536,0.768,0,10,0.114,-5.948,0,0.0347,77.217,4,0.545
I Really Like You,8,205066,0.00437,0.621,0.831,8.34E-05,5,0.17,-4.676,1,0.0435,122.072,4,0.589
Thrift Shop (feat. Wanz),73,235613,0.0619,0.781,0.526,0,6,0.0457,-6.985,0,0.293,94.992,4,0.662
Money On My Mind,9,192670,0.192,0.65,0.845,0.0004,2,0.231,-5.23,1,0.175,133.664,4,0.734
Girls,64,254620,0.00392,0.657,0.913,0.00149,11,0.466,-4.984,1,0.0528,108.036,4,0.906
You’re Not The One,44,235066,0.00202,0.468,0.966,0.0036,1,0.132,-3.467,0,0.0555,92.006,4,0.807
Mr. Brightside,80,222586,0.00108,0.33,0.936,0,1,0.0926,-3.66,1,0.0917,148.112,4,0.234
It's Time,68,237986,0.0162,0.656,0.884,0,2,0.145,-4.748,1,0.0372,105.009,4,0.86
Not a Bad Thing,59,266533,0.309,0.337,0.717,0,2,0.418,-5.772,1,0.165,84.729,4,0.444
Like Mariah,57,208186,0.112,0.735,0.77,0,4,0.129,-4.851,1,0.143,97.981,4,0.492
So What,62,214520,0.000105,0.531,0.864,2.05E-06,11,0.346,-2.978,1,0.0433,126.02,4,0.401
Rude,76,224840,0.0423,0.774,0.756,0,1,0.305,-4.995,1,0.0389,144.032,4,0.931
Mirrors,67,484146,0.234,0.574,0.512,0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512
True Love,63,246000,0.00382,0.482,0.574,0.08,11,0.123,-7.963,1,0.028,119.994,4,0.184
Locked Out Of Heaven,49,233478,0.049,0.726,0.698,0,5,0.309,-4.165,1,0.0431,143.994,4,0.867
Geronimo,9,218227,0.421,0.708,0.779,0.00176,7,0.115,-6.28,1,0.0787,142.012,4,0.46
Beautiful Day,53,244866,0.0225,0.54,0.913,0.00157,2,0.344,-6.887,1,0.0483,136.265,4,0.452
"Ciega, Sordomuda",5,268360,0.0482,0.748,0.875,4.01E-06,1,0.108,-5.752,1,0.0344,119.971,4,0.927
Enloquéceme,63,249400,0.0893,0.806,0.92,5.18E-06,5,0.316,-3.059,1,0.124,106.971,4,0.798
Wannabe,81,173026,0.101,0.768,0.864,0,11,0.162,-6.145,1,0.0324,110.008,4,0.891
"Vuela, Vuela (Voyage, Voyage)",69,265466,0.000247,0.667,0.777,0.00111,5,0.0602,-11.435,0,0.0293,124.947,4,0.797
Azúcar Amargo,64,281520,0.0721,0.682,0.948,0,7,0.0589,-4.047,1,0.0308,130.058,4,0.634
Move Ya Body,53,232053,0.0198,0.864,0.701,0.000856,11,0.0635,-7.009,0,0.0433,121.055,4,0.882
Everybody (Backstreet's Back) - Extended Version,61,287293,0.00602,0.792,0.811,0.000155,10,0.224,-5.198,0,0.0367,108.054,4,0.509
Clavado En Un Bar,72,310813,0.00737,0.634,0.854,2.49E-06,11,0.0664,-3.444,1,0.0369,148.003,4,0.564
La Calle De Las Sirenas,28,231506,0.0866,0.704,0.915,0.00266,5,0.123,-6.841,1,0.0298,104.521,4,0.769
Simarik,65,235218,0.0518,0.775,0.818,0,7,0.114,-8.687,1,0.164,97.06,3,0.826
Bailando,10,226173,0.058,0.615,0.99,6.18E-05,8,0.129,-3.42,0,0.0686,132.829,4,0.793
Mas De Lo Que Te Imaginas (Classic Version),2,219454,0.0586,0.659,0.843,1.20E-06,6,0.0802,-7.039,1,0.094,178.869,4,0.745
Desesperada,59,227400,0.0196,0.78,0.879,6.64E-06,6,0.138,-8.379,0,0.0691,98.233,4,0.889
Te Ves Buena,61,205000,0.305,0.808,0.869,0,7,0.0983,-6.971,1,0.0509,92.165,4,0.848
La Bomba,60,123960,0.119,0.923,0.768,0,1,0.0689,-7.321,1,0.0674,94.013,4,0.96
Formas De Amor,21,241933,0.0448,0.743,0.844,0.0201,10,0.041,-7.967,0,0.0568,95.067,4,0.92
Rica y Apretadita,57,260533,0.218,0.862,0.808,0,8,0.349,-7.598,0,0.0565,115.288,4,0.814
"Boom, Boom, Boom, Boom!!",74,201840,0.0108,0.8,0.894,0.437,6,0.0285,-7.346,0,0.04,138.48,4,0.967
Salomé,56,253133,0.00335,0.773,0.813,0.000103,11,0.0551,-6.185,0,0.155,128.004,4,0.757
Coco Jamboo - Radio Version,20,218733,0.0791,0.832,0.838,0,1,0.152,-5.414,0,0.0421,100.019,4,0.965
Mirala Miralo,53,244293,0.0063,0.662,0.925,1.29E-05,5,0.072,-3.399,1,0.0308,122.1,4,0.528
Macarena,15,251466,0.178,0.723,0.876,0,8,0.0883,-7.778,0,0.053,103.193,4,0.96
Suave,72,289600,0.0614,0.61,0.677,0,4,0.232,-9.813,0,0.0325,103.946,4,0.444
La pachanga,65,281933,0.00244,0.681,0.918,0.000535,9,0.119,-4.83,0,0.0508,105.031,4,0.551
¿Donde Están?,59,270493,0.012,0.893,0.972,0.621,4,0.075,-10.305,1,0.036,130.008,4,0.925
The Rhythm of the Night,70,264280,0.000232,0.69,0.805,0.739,5,0.095,-11.522,0,0.0336,127.808,4,0.799
Mujeres,67,206000,0.376,0.761,0.634,0.00177,2,0.0452,-9.476,1,0.0371,106.043,4,0.881
Con los Ojos Cerrados,61,210760,0.348,0.775,0.452,0,4,0.111,-11.503,0,0.0716,115.344,4,0.229
Bella Señora,62,281173,0.336,0.876,0.842,0,1,0.286,-7.563,1,0.0353,120.969,4,0.956
Mírame a los Ojos,59,262546,0.0307,0.692,0.934,0.0307,0,0.392,-8.92,1,0.0319,135.011,4,0.583
Get Busy,74,211666,0.615,0.735,0.824,0,10,0.158,-4.143,0,0.036,100.202,4,0.726
Media Naranja,58,221173,0.0171,0.71,0.833,0.0258,2,0.0645,-9.13,1,0.0292,132.012,4,0.89
Amor De Papel,61,248226,0.235,0.827,0.951,0.267,4,0.172,-13.509,1,0.0535,129.995,4,0.865
Dime Que Me Quieres (Bring A Little Lovin),1,195866,0.025,0.746,0.595,1.24E-05,1,0.0413,-15.984,1,0.0462,113.921,4,0.893
Muchacha Triste,55,244506,0.147,0.86,0.682,0.00931,11,0.0225,-9.046,0,0.0406,123.829,4,0.98
Pelo Suelto,61,206600,0.129,0.967,0.702,0.0108,2,0.199,-5.851,1,0.0845,123.927,4,0.633
Dragostea Din Tei - Original Romanian Version,2,213800,0.168,0.8,0.965,0,0,0.0705,-3.923,1,0.0415,130.08,4,0.71
Turn Me On,65,192106,0.0405,0.677,0.682,0,9,0.0351,-6.879,1,0.0361,106.279,4,0.875
Solo Se Vive una Vez,56,253266,0.0205,0.744,0.993,4.12E-06,11,0.107,-5.146,0,0.0548,131.912,4,0.959
Esta Despierto,45,205106,0.0165,0.851,0.797,0.0041,4,0.114,-6.401,1,0.0818,123.079,4,0.82
Sólo Se Vive una Vez,53,210866,0.0484,0.741,0.967,1.51E-05,6,0.0384,-5.488,1,0.0504,102,4,0.979
Como Un Trueno,43,246266,0.192,0.829,0.942,0.0795,0,0.073,-6.523,1,0.0416,130.455,4,0.931
The Summer Is Magic - Radio Mix,56,236666,0.0914,0.694,0.936,0.129,6,0.393,-7.846,0,0.0301,133.831,4,0.924
No Puedo Olvidarme Ti,62,210520,0.204,0.712,0.797,1.75E-06,9,0.111,-6.496,1,0.0373,129.131,4,0.612
MMMBop - Single Version,29,238533,0.00456,0.692,0.912,0.00273,9,0.0616,-7.733,1,0.0513,104.862,4,0.642
Tearin' up My Heart - Radio Edit,65,211000,0.0028,0.686,0.915,7.16E-06,7,0.233,-4.447,1,0.0364,110.054,4,0.796
TBC,12,241800,0.105,0.715,0.825,3.38E-06,7,0.129,-6.759,1,0.054,126.01,4,0.646
Gracias A Dios,52,242840,0.0747,0.667,0.69,0,11,0.327,-8.506,1,0.0972,78.87,4,0.61
Explota Corazón,51,219146,0.0123,0.67,0.868,0.000188,11,0.0721,-8.239,1,0.0316,137.993,4,0.899
Ya No,48,220506,0.307,0.766,0.81,0,8,0.134,-7.601,0,0.0289,107.587,4,0.438
What Do You Mean?,14,207546,0.65,0.841,0.571,0.00033,5,0.0895,-8.066,0,0.102,125.032,4,0.772
Closer,62,209280,0.00174,0.588,0.751,6.57E-05,0,0.353,-7.588,1,0.0328,136.979,4,0.52
I Love It (feat. Charli XCX) - Original Version,68,155337,0.00855,0.714,0.905,2.55E-05,8,0.146,-2.663,1,0.0289,125.927,4,0.838
Five More Hours - Deorro x Chris Brown,74,211975,0.0288,0.699,0.883,0,5,0.817,-3.226,0,0.219,127.961,4,0.499
Bad (feat. Vassy) - Radio Edit,53,170625,0.00125,0.614,0.972,0.0186,5,0.328,-3.927,0,0.088,127.966,4,0.411
To Ü (feat. AlunaGeorge),68,237000,0.134,0.485,0.928,2.92E-05,10,0.217,-3.451,0,0.445,160.165,4,0.348
I Want You To Know,8,238800,0.00621,0.561,0.877,8.11E-06,9,0.28,-2.215,0,0.0659,130.003,4,0.375
Waiting For Love,16,228750,0.335,0.567,0.746,0,6,0.392,-3.748,0,0.0511,128.03,4,0.578
Drive You Crazy (feat. Jason Derulo & Juicy J),38,229226,0.274,0.824,0.545,0,11,0.584,-6.117,0,0.141,127.955,4,0.61
Runaway (U & I),62,227073,0.00711,0.506,0.805,0.00193,1,0.0856,-4.119,1,0.0469,126.008,4,0.383
Lean On,15,176561,0.00339,0.713,0.79,0.000868,7,0.485,-4.602,0,0.0574,98.011,4,0.308
One Last Time,81,197266,0.093,0.628,0.593,1.65E-06,8,0.096,-5.036,1,0.0323,125.026,4,0.104
Burn,68,231211,0.31,0.559,0.777,0,1,0.105,-5.031,1,0.0432,87.016,4,0.329
Take Ü There (feat. Kiesza) - Missy Elliott Remix Bonus Track,55,210000,0.0853,0.52,0.898,0,6,0.163,-1.527,0,0.201,159.855,4,0.13
Let You Go - Radio Edit,62,218973,0.276,0.59,0.887,0,5,0.0798,-2.851,1,0.0928,126.029,4,0.258
Outside,74,227266,0.213,0.646,0.823,0,2,0.322,-4.123,0,0.0394,128.035,4,0.418
New York Raining,5,214640,0.032,0.697,0.766,0,6,0.122,-5.033,0,0.153,97.995,4,0.723
Want to Want Me,53,207719,0.00906,0.775,0.68,0,0,0.109,-5.508,0,0.0629,114.025,4,0.656
Go All Night,2,200360,0.00523,0.733,0.637,0.000122,2,0.183,-8.056,1,0.0405,121.024,4,0.516
GDFR (feat. Sage The Gemini & Lookas),65,190185,0.000704,0.657,0.827,0.00534,5,0.065,-4.036,1,0.0734,145.889,4,0.69
I'll Keep Loving you (feat. Birdy & Jaymes Young),41,188906,0.143,0.646,0.572,0.000171,11,0.0852,-6.249,0,0.0281,127.98,3,0.27
Latch,77,255631,0.0159,0.503,0.727,9.45E-05,1,0.0895,-5.456,1,0.167,121.985,4,0.521
Break Free,39,214840,0.0064,0.687,0.702,4.35E-05,7,0.204,-5.324,0,0.0455,129.956,4,0.284
Sleepless - Radio Edit,8,221421,0.141,0.722,0.635,0.000873,6,0.3,-9.6,0,0.0419,123.999,4,0.53
Wake Me Up,86,247426,0.00346,0.518,0.784,0.00187,2,0.171,-5.659,1,0.0524,124.102,4,0.588
In The Dark,54,226226,0.00358,0.736,0.823,0.000914,8,0.33,-4.231,1,0.0675,124.954,4,0.442
A Sky Full of Stars,63,267866,0.00622,0.545,0.675,0.00197,6,0.214,-6.468,1,0.0279,124.973,4,0.16
Untouchable,57,228837,0.0664,0.542,0.795,2.89E-06,7,0.313,-3.131,1,0.0379,128.959,4,0.251
Club Can't Handle Me (feat. David Guetta),68,234560,0.0283,0.616,0.869,0,0,0.064,-3.911,1,0.0327,127.966,4,0.473
Part Of Me,71,216160,0.000417,0.678,0.918,0,5,0.0744,-4.63,1,0.0355,130.028,4,0.769
Time of Our Lives,79,229360,0.0921,0.72,0.802,0,1,0.694,-5.797,1,0.0582,124.043,4,0.723
Svoboda - Ya Khoya Ya Khoya,38,174193,0.285,0.808,0.564,0,9,0.109,-10.103,0,0.344,123.917,4,0.757
Ya Nour El Ein,53,183356,0.068,0.567,0.808,0,7,0.0711,-4.573,0,0.0963,99.71,4,0.447
Chtah Chtah,42,217886,0.0327,0.721,0.874,0,1,0.225,-3.492,0,0.0453,132.045,4,0.733
اركض عالجم,27,246385,0.0371,0.632,0.901,2.45E-05,1,0.282,-4.982,1,0.0753,143.096,4,0.64
Yoi Yoi,31,232040,0.167,0.84,0.777,0,10,0.0373,-2.967,0,0.16,108.048,4,0.902
Ana Kadab,27,212507,0.252,0.823,0.919,1.67E-06,1,0.119,-4.231,1,0.0906,147.985,4,0.941
Shou Hal Ossa,4,260746,0.318,0.733,0.79,1.65E-05,2,0.178,-4.166,0,0.121,137.953,4,0.563
Nebghi Djini Bsurvet,52,179361,0.381,0.682,0.859,0,2,0.384,-2.713,0,0.105,102.127,4,0.848
Khalina,26,287880,0.0128,0.685,0.903,1.58E-05,6,0.027,-6.482,0,0.0392,127.985,4,0.844
Sushi,32,252100,0.00711,0.75,0.893,0,3,0.125,-4.762,1,0.0622,118.959,4,0.793
Keda Bardou,27,203550,0.0308,0.776,0.596,0,6,0.0771,-7.607,0,0.0842,103.004,4,0.71
Tsunami,33,249808,0.254,0.618,0.837,0,9,0.651,-8.037,0,0.309,125.28,4,0.618
Ya Layaly,22,225410,0.0136,0.628,0.811,5.52E-05,6,0.107,-6.27,1,0.0583,128.013,4,0.514
Tani Tani - Keep Connected,22,218675,0.0238,0.61,0.921,0,1,0.14,-3.587,1,0.0491,127.962,4,0.34
Lessa Fi Kaman (feat. Shady Ahmed),33,280920,0.0599,0.701,0.823,0.000543,9,0.137,-6.557,0,0.0426,108.002,4,0.599
Diggi Style,39,186355,0.021,0.578,0.814,0,6,0.0948,-2.463,0,0.165,89.992,4,0.548
Makayen,0,206576,0.0751,0.724,0.589,7.71E-05,2,0.085,-7.947,0,0.105,199.848,4,0.487
La Bezzaf,25,171733,0.0487,0.539,0.819,0,4,0.0728,-3.36,0,0.051,207.947,4,0.352
Scénario,48,230000,0.149,0.72,0.844,0,3,0.126,-4.518,0,0.154,101.985,4,0.939
Mayestahlushi (feat. Abla Fahita),25,318066,0.0353,0.711,0.591,0.206,7,0.089,-10.026,0,0.054,118.995,4,0.378
Al Oula,0,176535,0.0573,0.683,0.857,0,4,0.115,-6.51,0,0.0717,115.067,4,0.265
Nifsi Aoulhalak,32,259235,0.000447,0.694,0.924,1.06E-06,6,0.0983,-3.495,0,0.0448,128.003,4,0.414
Hasta Luego (feat. Zouhair Bahaoui & Chk),57,181855,0.399,0.779,0.799,0,9,0.104,-4.233,0,0.0353,96.984,4,0.879
Tune In,47,164166,0.022,0.676,0.888,2.17E-06,5,0.3,-4.023,0,0.0497,95.971,4,0.595
Lala Fatema,35,231653,0.0138,0.835,0.747,0,1,0.764,-6.832,1,0.164,121.986,4,0.658
W Maak,27,221936,0.0106,0.729,0.834,5.42E-06,5,0.0789,-4.794,1,0.0861,125.048,4,0.553
Tjawazti Hdoudik,38,187177,0.257,0.812,0.756,2.71E-06,3,0.438,-5.407,0,0.0508,100.004,4,0.705
Arabeat - Deep House Remix,23,391288,0.000784,0.736,0.815,0.757,2,0.0397,-4.437,1,0.0436,122.992,4,0.649
El Donia Shabab,24,206243,0.216,0.749,0.675,1.95E-06,6,0.125,-9.776,1,0.0421,125.957,4,0.591
Hawa Hawa,31,255453,0.15,0.75,0.862,0.0225,9,0.0656,-5.352,0,0.0489,139.995,4,0.815
Anany,22,276206,0.217,0.821,0.633,0.00126,10,0.139,-6.226,0,0.0551,127.989,4,0.556
Oui Oui,37,200400,0.229,0.657,0.776,8.12E-06,6,0.328,-6.423,1,0.0495,100.012,4,0.863
Laa,43,203047,0.0556,0.947,0.802,0.000225,2,0.357,-6.074,1,0.133,130.019,4,0.896
Alawal,32,253793,0.0993,0.84,0.831,0,0,0.348,-4.142,0,0.199,104.946,4,0.801
Alby Etmannah,50,250478,0.482,0.714,0.754,4.37E-05,3,0.0438,-7.005,0,0.0376,100.28,4,0.866
Habeltouni,38,190093,0.0191,0.657,0.744,0,6,0.412,-6.551,0,0.0567,98.029,4,0.417
Myriama,46,195305,0.164,0.759,0.833,0,1,0.0715,-5.664,1,0.0654,117.007,4,0.939
Bella,36,225006,0.523,0.778,0.926,0.000473,5,0.151,-3.448,0,0.256,96.031,4,0.638
Ya Hmema (feat. Cheb Bechir),48,230974,0.4,0.731,0.763,0,0,0.0755,-5.452,1,0.245,100.008,4,0.854
Fallait Pas,58,208290,0.532,0.892,0.779,9.40E-06,9,0.0688,-6.607,1,0.0945,124.017,4,0.927
Hafdal Ahlam,29,284129,0.0138,0.734,0.648,0.039,1,0.124,-8.883,1,0.0462,124.038,4,0.398
Sanya,22,202057,0.282,0.823,0.954,0,11,0.0597,-3.293,0,0.115,119.946,4,0.814
Bayen Habeit,71,139293,0.231,0.791,0.761,0.000626,5,0.367,-5.76,0,0.0392,111.663,4,0.797
Mahragan Hanwalaa,28,170788,0.141,0.727,0.945,0,0,0.323,-1.952,1,0.364,149.948,4,0.745
Wana Maah,28,281979,0.00153,0.769,0.807,0.000731,11,0.0809,-5.068,0,0.0425,122.996,4,0.797
لا جوزاديرا (feat. Marc Anthony & Gente de Zona) - Arabic Version,33,207041,0.114,0.64,0.965,0,9,0.0961,-3.424,0,0.0593,95.063,4,0.885
Dana (feat. Numidia),60,133714,0.24,0.661,0.916,0,5,0.207,-1.618,1,0.0522,104.846,4,0.658
La fiesta,33,220419,0.00208,0.72,0.917,1.27E-05,1,0.349,-3.304,1,0.0406,127.011,4,0.642
Tigi Tigi (Original Mix),30,225640,0.0118,0.657,0.71,0.000923,1,0.0658,-14.331,1,0.12,190.035,4,0.96
El Layli,44,196022,0.00389,0.72,0.722,1.48E-05,1,0.173,-4.91,1,0.0357,128.002,4,0.736
C'est La Vie,60,225751,0.0259,0.616,0.933,0,0,0.359,-3.762,0,0.0513,129.952,4,0.806
La Tghibe (Cyril M Remix),34,218226,0.264,0.795,0.872,0.000362,5,0.0587,-3.373,0,0.0488,100.024,4,0.966
Trippin',25,193041,0.00187,0.419,0.735,0,10,0.189,-7.998,1,0.404,159.391,4,0.552
